source,target,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,dip_url,curation_effort,references,sources,type,references_stripped,n_references,n_sources,n_primary_sources,category_intercell_source,parent_intercell_source,database_intercell_source,scope_intercell_source,aspect_intercell_source,category_source_intercell_source,uniprot_intercell_source,genesymbol_intercell_source,entity_type_intercell_source,consensus_score_intercell_source,transmitter_intercell_source,receiver_intercell_source,secreted_intercell_source,plasma_membrane_transmembrane_intercell_source,plasma_membrane_peripheral_intercell_source,category_intercell_target,parent_intercell_target,database_intercell_target,scope_intercell_target,aspect_intercell_target,category_source_intercell_target,uniprot_intercell_target,genesymbol_intercell_target,entity_type_intercell_target,consensus_score_intercell_target,transmitter_intercell_target,receiver_intercell_target,secreted_intercell_target,plasma_membrane_transmembrane_intercell_target,plasma_membrane_peripheral_intercell_target
P01138,Q96PQ0,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:30061605,CellTalkDB,post_translational,30061605,1,1,1,ligand,ligand,,generic,functional,resource_specific,P01138,NGF,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q96PQ0,SORCS2,protein,4,FALSE,TRUE,FALSE,TRUE,FALSE
P01138,Q9Y5V3,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr,post_translational,32196115,1,8,6,ligand,ligand,,generic,functional,resource_specific,P01138,NGF,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q9Y5V3,MAGED1,protein,4,FALSE,TRUE,FALSE,FALSE,FALSE
P24394,P78552,TRUE,FALSE,FALSE,FALSE,FALSE,,6,HPMR:12704343;HPRD:8910586;InnateDB:18243101;InnateDB:8910586;Lit-BM-17:18243101;NetPath:16682236,HPMR;HPRD;InnateDB;Lit-BM-17;NetPath;Wang,post_translational,12704343;16682236;18243101;8910586,4,6,6,ligand,ligand,,generic,functional,resource_specific,P24394,IL4R,protein,1,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,,generic,functional,resource_specific,P78552,IL13RA1,protein,20,FALSE,TRUE,FALSE,TRUE,FALSE
P05112,P78552,TRUE,FALSE,TRUE,TRUE,FALSE,,9,CellTalkDB:18480254;IntAct:18243101;LRdb:10641437;LRdb:18480254;Lit-BM-17:18243101;Ramilowski2015:10641437;SIGNOR:12704343;connectomeDB2020:10641437;talklr:10641437,Baccin2019;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPRD_LRdb;IntAct;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,post_translational,10641437;12704343;18243101;18480254,4,18,13,ligand,ligand,,generic,functional,resource_specific,P05112,IL4,protein,19,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P78552,IL13RA1,protein,20,FALSE,TRUE,FALSE,TRUE,FALSE
P29350,P78552,FALSE,TRUE,TRUE,FALSE,TRUE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P29350,PTPN6,protein,1,TRUE,FALSE,FALSE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P78552,IL13RA1,protein,20,FALSE,TRUE,FALSE,TRUE,FALSE
P35225,P78552,TRUE,FALSE,TRUE,TRUE,FALSE,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=4497,53,Baccin2019:1270434311278620;CellTalkDB:12704343;DIP:20223216;DIP:8910586;HPMR:12704343;HPRD:11278629;InnateDB:9013879;IntAct:18243101;IntAct:20223216;LRdb:11;LRdb:12704343;Lit-BM-17:18243101;Lit-BM-17:8910586;SIGNOR:12704343;SignaLink3:10485906;SignaLink3:11867689;SignaLink3:12223527;SignaLink3:12401408;SignaLink3:14610620;SignaLink3:14657224;SignaLink3:15099563;SignaLink3:16243976;SignaLink3:16413922;SignaLink3:17404308;SignaLink3:17485448;SignaLink3:18250477;SignaLink3:18451175;SignaLink3:19833085;SignaLink3:20184663;SignaLink3:20406969;SignaLink3:20510870;SignaLink3:20856220;SignaLink3:21097505;SignaLink3:21115385;SignaLink3:21469115;SignaLink3:21840487;SignaLink3:23124025;SignaLink3:23180781;SignaLink3:23331499;SignaLink3:23390297;SignaLink3:24030977;SignaLink3:24091328;SignaLink3:26192618;SignaLink3:26755705;SignaLink3:27216177;SignaLink3:7512720;SignaLink3:7521688;SignaLink3:7543512;SignaLink3:8910586;SignaLink3:9013879;SignaLink3:9535722;connectomeDB2020:11278629;connectomeDB2020:12704343,ACSN_SignaLink3;Baccin2019;CellChatDB;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;InnateDB_SignaLink3;IntAct;Kirouac2010;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,post_translational,10485906;11;11278629;11867689;12223527;12401408;12704343;1270434311278620;14610620;14657224;15099563;16243976;16413922;17404308;17485448;18243101;18250477;18451175;19833085;20184663;20223216;20406969;20510870;20856220;21097505;21115385;21469115;21840487;23124025;23180781;23331499;23390297;24030977;24091328;26192618;26755705;27216177;7512720;7521688;7543512;8910586;9013879;9535722,43,31,20,ligand,ligand,,generic,functional,resource_specific,P35225,IL13,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P78552,IL13RA1,protein,20,FALSE,TRUE,FALSE,TRUE,FALSE
P05112,Q14627,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Baccin2019:9130652;CellTalkDB:9130652;HPRD:9130652;LRdb:9130652;connectomeDB2020:9130652,Baccin2019;CellPhoneDB;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,post_translational,9130652,1,14,9,ligand,ligand,,generic,functional,resource_specific,P05112,IL4,protein,19,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q14627,IL13RA2,protein,17,FALSE,TRUE,FALSE,TRUE,FALSE
P29350,Q14627,FALSE,TRUE,TRUE,FALSE,TRUE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P29350,PTPN6,protein,1,TRUE,FALSE,FALSE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q14627,IL13RA2,protein,17,FALSE,TRUE,FALSE,TRUE,FALSE
P41273,Q14627,FALSE,FALSE,FALSE,FALSE,FALSE,,0,,CellPhoneDB;InnateDB-All_CellPhoneDB,post_translational,,,2,1,ligand,ligand,,generic,functional,resource_specific,P41273,TNFSF9,protein,12,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q14627,IL13RA2,protein,17,FALSE,TRUE,FALSE,TRUE,FALSE
P35225,Q14627,TRUE,FALSE,TRUE,TRUE,FALSE,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=4684,32,Baccin2019:1270434311003390;CellPhoneDB:26471366;CellTalkDB:26471366;DIP:20223216;DIP:8663118;HPMR:12704343;HPRD:11003391;ICELLNET:8663118;InnateDB:8663118;IntAct:20223216;IntAct:23972995;IntAct:27629921;LRdb:11;LRdb:12704343;SignaLink3:12223527;SignaLink3:12401408;SignaLink3:14610620;SignaLink3:14657224;SignaLink3:14985454;SignaLink3:15099563;SignaLink3:18250477;SignaLink3:18451175;SignaLink3:20184663;SignaLink3:21097505;SignaLink3:23180781;SignaLink3:23331499;SignaLink3:26192618;SignaLink3:26755705;SignaLink3:8663118;SignaLink3:9535722;connectomeDB2020:11003391;connectomeDB2020:12704343,ACSN_SignaLink3;Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DIP;DLRP_talklr;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;InnateDB_SignaLink3;IntAct;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,post_translational,11;11003391;12223527;12401408;12704343;1270434311003390;14610620;14657224;14985454;15099563;18250477;18451175;20184663;20223216;21097505;23180781;23331499;23972995;26192618;26471366;26755705;27629921;8663118;9535722,24,28,17,ligand,ligand,,generic,functional,resource_specific,P35225,IL13,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q14627,IL13RA2,protein,17,FALSE,TRUE,FALSE,TRUE,FALSE
P05112,P19397,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Baccin2019:7963560;CellTalkDB:7963560;HPRD:7963560;LRdb:7963560;connectomeDB2020:7963560,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,post_translational,7963560,1,13,9,ligand,ligand,,generic,functional,resource_specific,P05112,IL4,protein,19,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P19397,CD53,protein,9,FALSE,TRUE,FALSE,TRUE,FALSE
P60568,P19397,FALSE,FALSE,FALSE,FALSE,FALSE,,4,CellTalkDB:7963560;HPRD:7963560;LRdb:7963560;connectomeDB2020:7963560,CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,post_translational,7963560,1,11,8,ligand,ligand,,generic,functional,resource_specific,P60568,IL2,protein,19,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P19397,CD53,protein,9,FALSE,TRUE,FALSE,TRUE,FALSE
P05112,Q99665,FALSE,TRUE,TRUE,FALSE,TRUE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P05112,IL4,protein,19,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q99665,IL12RB2,protein,16,FALSE,TRUE,FALSE,TRUE,FALSE
P29350,Q99665,FALSE,TRUE,TRUE,FALSE,TRUE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P29350,PTPN6,protein,1,TRUE,FALSE,FALSE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q99665,IL12RB2,protein,16,FALSE,TRUE,FALSE,TRUE,FALSE
P01584,Q99665,TRUE,FALSE,TRUE,TRUE,FALSE,,6,ProtMapper:10198225;ProtMapper:7528775;ProtMapper:7594594;ProtMapper:8943050;ProtMapper:9038232;ProtMapper:9454765,NCI-PID_ProtMapper;ProtMapper;Wang,post_translational,10198225;7528775;7594594;8943050;9038232;9454765,6,3,2,ligand,ligand,,generic,functional,resource_specific,P01584,IL1B,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q99665,IL12RB2,protein,16,FALSE,TRUE,FALSE,TRUE,FALSE
P29459,Q99665,TRUE,FALSE,TRUE,TRUE,FALSE,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10907,8,CellTalkDB:943050;DIP:8943050;HPMR:11086056;LRdb:943050;Ramilowski2015:943050;SIGNOR:11086056;connectomeDB2020:943050;talklr:943050,Baccin2019;CellTalkDB;DIP;DLRP_talklr;Guide2Pharma;HPMR;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,post_translational,11086056;8943050;943050,3,16,12,ligand,ligand,,generic,functional,resource_specific,P29459,IL12A,protein,16,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q99665,IL12RB2,protein,16,FALSE,TRUE,FALSE,TRUE,FALSE
Q9NPF7,Q99665,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;LRdb;UniProt_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,Q9NPF7,IL23A,protein,16,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q99665,IL12RB2,protein,16,FALSE,TRUE,FALSE,TRUE,FALSE
P29460,Q99665,TRUE,FALSE,TRUE,TRUE,FALSE,,9,Baccin2019:1108605611940480;CellTalkDB:11086056;HPMR:11086056;HPRD:11940489;InnateDB:8943050;LRdb:11086056;LRdb:12;connectomeDB2020:11086056;connectomeDB2020:11940489,Baccin2019;CellTalkDB;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,post_translational,11086056;1108605611940480;11940489;12;8943050,5,21,12,ligand,ligand,,generic,functional,resource_specific,P29460,IL12B,protein,15,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q99665,IL12RB2,protein,16,FALSE,TRUE,FALSE,TRUE,FALSE
P05112,Q6UXB4,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P05112,IL4,protein,19,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q6UXB4,CLEC4G,protein,2,FALSE,TRUE,FALSE,FALSE,FALSE
P05112,P42701,FALSE,TRUE,TRUE,FALSE,TRUE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P05112,IL4,protein,19,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P42701,IL12RB1,protein,18,FALSE,TRUE,FALSE,TRUE,FALSE
P29350,P42701,FALSE,TRUE,TRUE,FALSE,TRUE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P29350,PTPN6,protein,1,TRUE,FALSE,FALSE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P42701,IL12RB1,protein,18,FALSE,TRUE,FALSE,TRUE,FALSE
P01584,P42701,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P01584,IL1B,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P42701,IL12RB1,protein,18,FALSE,TRUE,FALSE,TRUE,FALSE
P29459,P42701,TRUE,FALSE,TRUE,TRUE,FALSE,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10906,13,Baccin2019:11086056;CellTalkDB:11086056;DIP:8943050;HPMR:11086056;InnateDB:7911493;InnateDB:8943050;LRdb:11086056;Lit-BM-17:11114383;Lit-BM-17:8943050;SIGNOR:12023369;SignaLink3:23331499;SignaLink3:7527811;connectomeDB2020:11086056,Baccin2019;CellTalkDB;DIP;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;InnateDB;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,post_translational,11086056;11114383;12023369;23331499;7527811;7911493;8943050,7,22,15,ligand,ligand,,generic,functional,resource_specific,P29459,IL12A,protein,16,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P42701,IL12RB1,protein,18,FALSE,TRUE,FALSE,TRUE,FALSE
Q9NPF7,P42701,TRUE,FALSE,TRUE,TRUE,FALSE,,20,Baccin2019:11114383;Baccin2019:12023369;Baccin2019:12671732;CellTalkDB:12023369;HPRD:11114383;HPRD:12023369;HPRD:12671732;LRdb:11114383;LRdb:12023369;LRdb:12671732;SIGNOR:12023369;SIGNOR:12671732;SignaLink3:11114383;SignaLink3:12023369;SignaLink3:12671732;SignaLink3:18988627;SignaLink3:23331499;connectomeDB2020:11114383;connectomeDB2020:12023369;connectomeDB2020:12671732,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,post_translational,11114383;12023369;12671732;18988627;23331499,5,21,13,ligand,ligand,,generic,functional,resource_specific,Q9NPF7,IL23A,protein,16,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P42701,IL12RB1,protein,18,FALSE,TRUE,FALSE,TRUE,FALSE
Q8NEV9,P42701,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q8NEV9,IL27,protein,14,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P42701,IL12RB1,protein,18,FALSE,TRUE,FALSE,TRUE,FALSE
P29460,P42701,TRUE,FALSE,TRUE,TRUE,FALSE,,13,Baccin2019:7527811;Baccin2019:7843232;CellTalkDB:7843232;HPMR:11086056;HPRD:7527811;HPRD:7843232;InnateDB:7911493;InnateDB:8943050;LRdb:753;LRdb:7843232;SIGNOR:7527811;connectomeDB2020:7527811;connectomeDB2020:7843232,Baccin2019;CellTalkDB;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;HPMR;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,post_translational,11086056;7527811;753;7843232;7911493;8943050,6,20,13,ligand,ligand,,generic,functional,resource_specific,P29460,IL12B,protein,15,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P42701,IL12RB1,protein,18,FALSE,TRUE,FALSE,TRUE,FALSE
P05112,P29459,FALSE,TRUE,TRUE,FALSE,TRUE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P05112,IL4,protein,19,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P29459,IL12A,protein,1,FALSE,TRUE,TRUE,FALSE,FALSE
P01584,P29459,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P01584,IL1B,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P29459,IL12A,protein,1,FALSE,TRUE,TRUE,FALSE,FALSE
P05112,P16109,FALSE,TRUE,TRUE,FALSE,TRUE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P05112,IL4,protein,19,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P16109,SELP,protein,11,FALSE,TRUE,FALSE,TRUE,FALSE
P10145,P16109,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P10145,CXCL8,protein,14,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P16109,SELP,protein,11,FALSE,TRUE,FALSE,TRUE,FALSE
P04275,P16109,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:16418330,Baccin2019;CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,post_translational,16418330,1,7,5,ligand,ligand,,generic,functional,resource_specific,P04275,VWF,protein,10,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P16109,SELP,protein,11,FALSE,TRUE,FALSE,TRUE,FALSE
P13611,P16109,FALSE,FALSE,FALSE,FALSE,FALSE,,6,CellTalkDB:10950950;HPRD:10950950;InnateDB:10950950;LRdb:10950950;MatrixDB:12556525;connectomeDB2020:10950950,CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;MatrixDB;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr,post_translational,10950950;12556525,2,13,9,ligand,ligand,,generic,functional,resource_specific,P13611,VCAN,protein,7,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P16109,SELP,protein,11,FALSE,TRUE,FALSE,TRUE,FALSE
P28906,P16109,FALSE,FALSE,FALSE,FALSE,FALSE,,4,Baccin2019:29296932;CellChatDB:18606703;CellTalkDB:18606703;connectomeDB2020:29296932,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;connectomeDB2020;iTALK;talklr,post_translational,18606703;29296932,2,10,8,ligand,ligand,,generic,functional,resource_specific,P28906,CD34,protein,6,TRUE,FALSE,FALSE,TRUE,FALSE,receptor,receptor,,generic,functional,resource_specific,P16109,SELP,protein,11,FALSE,TRUE,FALSE,TRUE,FALSE
P05112,Q01362,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P05112,IL4,protein,19,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q01362,MS4A2,protein,2,FALSE,TRUE,FALSE,FALSE,FALSE
P05112,P98088,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P05112,IL4,protein,19,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P98088,MUC5AC,protein,1,FALSE,TRUE,TRUE,FALSE,FALSE
P01375,P98088,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P01375,TNF,protein,17,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P98088,MUC5AC,protein,1,FALSE,TRUE,TRUE,FALSE,FALSE
P35225,P98088,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P35225,IL13,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P98088,MUC5AC,protein,1,FALSE,TRUE,TRUE,FALSE,FALSE
P04155,P98088,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:15289936,CellTalkDB,post_translational,15289936,1,1,1,ligand,ligand,,generic,functional,resource_specific,P04155,TFF1,protein,4,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P98088,MUC5AC,protein,1,FALSE,TRUE,TRUE,FALSE,FALSE
P12544,P55085,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,CellChatDB;Wang,post_translational,,,2,2,ligand,ligand,,generic,functional,resource_specific,P12544,GZMA,protein,1,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P55085,F2RL1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P01137,P55085,FALSE,TRUE,TRUE,FALSE,TRUE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P01137,TGFB1,protein,19,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P55085,F2RL1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P01375,P55085,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P01375,TNF,protein,17,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P55085,F2RL1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P07477,P55085,TRUE,FALSE,TRUE,TRUE,FALSE,,1,CA1:9349532,CA1;CellChatDB;Wang,post_translational,9349532,1,3,3,ligand,ligand,,generic,functional,resource_specific,P07477,PRSS1,protein,1,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P55085,F2RL1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P08311,P55085,TRUE,FALSE,TRUE,TRUE,FALSE,,1,HPRD:10978167,CellChatDB;HPRD;Wang,post_translational,10978167,1,3,3,ligand,ligand,,generic,functional,resource_specific,P08311,CTSG,protein,2,TRUE,FALSE,FALSE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P55085,F2RL1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P29279,P55085,FALSE,TRUE,TRUE,FALSE,TRUE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P29279,CTGF,protein,11,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P55085,F2RL1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P00747,P55085,TRUE,FALSE,TRUE,TRUE,FALSE,,16,Baccin2019:10978167;Baccin2019:12604689;Baccin2019:9020112;CellTalkDB:12604689;HPRD-phos:10978167;HPRD-phos:12604689;HPRD-phos:9020112;HPRD:10978167;HPRD:12604689;HPRD:9020112;LRdb:10978167;LRdb:12604689;LRdb:9020112;connectomeDB2020:10978167;connectomeDB2020:12604689;connectomeDB2020:9020112,Baccin2019;CellChatDB;CellTalkDB;Fantom5_LRdb;HPRD;HPRD-phos;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr,post_translational,10978167;12604689;9020112,3,15,11,ligand,ligand,,generic,functional,resource_specific,P00747,PLG,protein,11,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P55085,F2RL1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P35030,P55085,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,CellChatDB;Wang,post_translational,,,2,2,ligand,ligand,,generic,functional,resource_specific,P35030,PRSS3,protein,1,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P55085,F2RL1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P07478,P55085,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,CellChatDB;Wang,post_translational,,,2,2,ligand,ligand,,generic,functional,resource_specific,P07478,PRSS2,protein,1,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P55085,F2RL1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P12544,O00254,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,CellChatDB;Wang,post_translational,,,2,2,ligand,ligand,,generic,functional,resource_specific,P12544,GZMA,protein,1,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,O00254,F2RL2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
